,year_written,flesch_reading_ease,avg_words_per_sentence,avg_syllables_per_word,%_thing,%_something,%_anything,%_stuff,%_lot,%_very,%_pos_sentences,%_neu_sentences,%_neg_sentences,%_stop_words,%_repeated_trigrams,%_unique_adj,%_unique_noun,%_adj_in_text,%_noun_in_text,decade_written
10,1932,89.71138227446068,9.63079326505815,1.2688931744858785,0.0013157183281365466,0.0014599066380693185,0.0010093181695294054,9.011769370798262e-05,0.00018023538741596525,0.003082025124813006,0.3332754730081583,0.4894983509807325,0.2473528901232425,0.5168790440315052,0.15285763206748013,0.24957081545064375,0.21339696608147266,0.08398969053583981,0.2114882035938936,1930
11,1933,88.28379394990213,10.425650854496087,1.2762313289927232,0.001011106855610877,0.001700497893527384,0.0007353504404442742,0.00013787820758330143,0.00027575641516660286,0.003293757181156645,0.33796518128094555,0.4550391311292126,0.2496406324868232,0.5176407506702413,0.16913060130218308,0.22715610815077955,0.18260052068267285,0.0776254308693987,0.2118422060513213,1930
12,1934,87.0623778817906,10.320669222725687,1.2919284025667004,0.0007598784194528875,0.0010300574130361363,0.0006247889226612631,3.3772374197906115e-05,8.44309354947653e-05,0.0025329280648429585,0.2920878354827466,0.5026141512722203,0.237364935517602,0.5167848699763593,0.19270516717325228,0.22980729807298075,0.18159319412219646,0.08237082066869301,0.21833839918946304,1930
13,1934,88.23851346690806,10.611770524233432,1.274533563250532,0.0015690295319320813,0.0015379596402106538,0.0011029811561106707,0.00010874462102499571,0.0003883736465178419,0.003510897764521291,0.3049785690735245,0.4894493900428618,0.26689746125947905,0.4885740473194451,0.1719718506781004,0.2363347247068177,0.19484055893944824,0.0781563126252505,0.21679016948625932,1930
14,1934,85.18804017836851,10.314950760966877,1.3141523025916089,0.001458105504348279,0.0018226318804353489,0.001579614296377302,0.00019094238747417936,0.000468676769254804,0.003506396569980385,0.3344673231871083,0.4211280214861236,0.27591763652641005,0.4757242791924873,0.16554704994011352,0.22784068723155015,0.19913063029303754,0.08890971896752244,0.2316131160061796,1930
15,1935,84.58549179908937,11.47272047832586,1.3073841242956254,0.0013028891567049936,0.0011563141265756814,0.0009120224096934953,0.0002768639457998111,0.00037458063255268564,0.004006384156867855,0.3451046337817638,0.4402092675635276,0.25766068759342303,0.4943324321683333,0.15957134946744406,0.2531372549019608,0.2079931241942415,0.08305918373994332,0.2273867300739389,1930
16,1936,86.54587774454392,11.47008547008547,1.2842433274624034,0.0007112857336404281,0.0015241837149437745,0.001066928600460642,3.387074922097277e-05,0.00032177211759924133,0.0030314320552770626,0.3108003108003108,0.4366744366744367,0.29526029526029524,0.4970363094431649,0.14616921826310794,0.2594080338266385,0.2139093000816448,0.0801043219076006,0.22817030212708306,1930
17,1936,89.5225623283206,10.540258526709236,1.2602136556391201,0.0011672749301851384,0.001743524579263878,0.0014923388347936582,0.00014775632027659984,0.0005319227529957594,0.0033540684702788163,0.3030680579349011,0.486217100140165,0.2647562684940041,0.5096558755300759,0.17766219950058362,0.21776048116044575,0.1818931738502784,0.08352664785236187,0.2149411191063698,1930
18,1936,87.24380755972143,9.550841750841752,1.2990199534654163,0.00105760417401114,0.0016392864697172673,0.001357258689980963,0.000158640626101671,0.0005464288232390889,0.0034019600930691677,0.3203703703703704,0.44377104377104376,0.29713804713804715,0.4816681943171402,0.15684269900585207,0.23590243902439026,0.20766338692904568,0.09033702319678487,0.22035182965522104,1930
19,1937,83.85519322785309,11.602686843730698,1.3144572059782536,0.0009049894196089914,0.001317558125607208,0.0011844714462529446,0.00018632135109596882,0.00039926003806279036,0.004099069724111314,0.36457689932056825,0.37523162445954295,0.3150092649783817,0.4983563795099749,0.1747960446638896,0.22198407838334355,0.18942128189172366,0.08693221895420487,0.21387029372230132,1930
20,1938,84.87286675278567,10.878594249201276,1.3111153674264189,0.0011875119708868033,0.0013024324841984295,0.000970439890187065,6.384472961757005e-05,0.0002809168103173083,0.003983911128136373,0.3349076260591749,0.4750659813863036,0.2779552715654952,0.4850922556342974,0.1774755793909213,0.2242867593269934,0.1847051955633392,0.08727574538721829,0.21873204366979507,1930
21,1938,80.47355263954151,13.296976016684045,1.33410185228752,0.0007057827130287489,0.0013017770040308035,0.0007685189541868599,1.5684060289527752e-05,0.00021957684405338852,0.003544597625433272,0.3814389989572472,0.3142857142857143,0.3272158498435871,0.4831474772189024,0.1700465816590599,0.24815640541931056,0.22660614525139666,0.09145375554823633,0.22459574334603746,1930
22,1939,85.74511061148664,11.53191911181602,1.2929668024825072,0.0013237746488558805,0.0014269259201952998,0.000962745199167913,0.000275070056905118,0.0008424020492719238,0.0035587188612099642,0.3725218080888184,0.3647898493259318,0.3110626486915147,0.4744958481613286,0.16081283201815466,0.23175810248053594,0.214058524173028,0.09495074526793544,0.2162050647274228,1930
23,1939,88.27947846703955,10.82630623360904,1.2714754220549325,0.0010434912234934595,0.0011180263108858494,0.0008944210487086797,0.0002795065777214624,0.00031677412141765737,0.0024037565684045764,0.3011902360298568,0.4966713738148074,0.2848497074843656,0.4756083926508404,0.17239965713859798,0.2640279394644936,0.20830548128342247,0.08003205008757873,0.2230089814780308,1930
24,1940,85.2894191616351,12.40622914349277,1.2878635727862855,0.0010938564716852562,0.001613886597568411,0.0014704300111178855,0.00010759243983789406,0.0003586414661263136,0.003729871247713661,0.38375973303670746,0.3708565072302558,0.2794215795328142,0.4887207258903274,0.1960872216045619,0.22158529353627202,0.18420833680006654,0.090718358856651,0.2155255890686081,1940
25,1940,85.28589790292526,11.766805342675715,1.295576769199278,0.001079290645527457,0.0014328513742347274,0.0011909414019613315,0.00014886767524516646,0.0004838199445467909,0.0030145704237146205,0.3196846945478432,0.4626669586161594,0.2874972629735056,0.4883976255605799,0.15977223245687489,0.2485042735042735,0.21314608608941327,0.08708759001842238,0.22393420048754165,1940
26,1940,85.77249460924406,11.153726102223956,1.2971805366075488,0.001136880400181901,0.0014517088186938119,0.0007870710462797775,0.000104942806170637,0.00029733795081680485,0.003253226991289747,0.3259851736246586,0.3718298868513461,0.31623097932110805,0.5171056774058138,0.14445377269388182,0.2545531554426091,0.21890254165965325,0.08258998845629133,0.20782173715325147,1940
27,1940,88.20177371556753,11.11370425690814,1.2689458210835782,0.0012263754724905502,0.0013775724485510289,0.000873582528349433,5.03989920201596e-05,0.0005375892482150356,0.00379672406551869,0.3032113517550411,0.4499626587005228,0.25728155339805825,0.4902141957160857,0.17120537589248214,0.23075360552508636,0.20407510986815824,0.0827047459050819,0.21024779504409916,1940
28,1941,86.642939681065,11.001327014218012,1.2887200165425972,0.0013785497656465398,0.0013096222773642126,0.0012923904052936312,0.00025847808105872617,0.00046526054590570725,0.0035325337744692587,0.3262559241706161,0.42104265402843605,0.2528909952606635,0.4848531844499586,0.17586848635235733,0.2391214256112723,0.1963166743084212,0.08316101461262751,0.2254962779156328,1940
29,1941,86.4235019863018,10.522875816993462,1.2970541259982251,0.00129547471162378,0.0015794143744454305,0.000940550133096717,0.0002484472049689441,0.0005323868677905945,0.0024312333629103807,0.31521942110177403,0.4896358543417367,0.2474323062558357,0.4757941437444543,0.14039041703637978,0.2607467204843592,0.2396811617078368,0.08793256433007986,0.2248624667258208,1940
30,1942,86.60811844356579,11.493731479370869,1.2832239255895128,0.0013882553596572993,0.0012494298236915696,0.0013684231402336234,7.932887769470282e-05,0.0006544632409812983,0.0037681216904983843,0.33371324367449284,0.4258035103715523,0.2853886482790062,0.4751204807329989,0.1523114451738294,0.2399828583672595,0.21372427801819305,0.09255696805029452,0.22456022053428001,1940
31,1942,86.22024273542513,11.61302838472534,1.2863774639962018,0.0015650002637640893,0.0017760115352828429,0.001055056357593768,0.0001230899083859396,0.00033410117990469325,0.0037102815242047523,0.3236675515621809,0.4186236471308965,0.3134572187053298,0.4948917688019835,0.1420633385500009,0.24242424242424246,0.2117258597084642,0.08878299249151557,0.21834391320403032,1940
32,1942,85.63792515425274,11.848883285302591,1.2904309493045527,0.0017329178384130118,0.0009424640875579539,0.0008208558181956372,0.00036482480808694987,0.0003192217070760812,0.004028273922626739,0.3535662824207493,0.4218299711815562,0.3018731988472623,0.5153910465911682,0.18870563198297485,0.2355662472242783,0.19470938897168405,0.0821463859542449,0.20399787185528614,1940
33,1944,87.96615633312523,10.779408996800301,1.2757416493513296,0.0013444849924045329,0.001588936809205357,0.0009952681112604985,6.98433762288069e-05,0.00038413856925843793,0.0037540814722983712,0.32674571805006586,0.4485224920007529,0.3028420854507811,0.4818494526025388,0.15657138866092787,0.2260952380952381,0.21317114093959733,0.09166943130030904,0.20813326116184452,1940
34,1944,88.30789886900189,10.986629134412386,1.2692159877017681,0.000912759415833974,0.001088905969766846,0.0005124263387138099,3.2026646169613125e-05,0.0001281065846784525,0.0019215987701767872,0.33972554539057004,0.446164672765658,0.312807881773399,0.5183672815782732,0.17750768639508072,0.22332455962745493,0.1953020134228188,0.0790898027158596,0.1908788111708942,1940
35,1945,85.19085261393138,11.507519478166337,1.299811053377421,0.001543064084396158,0.0011966619430011022,0.0012438985986458824,0.0001574555188159345,0.00033065658951346243,0.003369548102660998,0.3710817177024823,0.3969922087334662,0.2781300960318898,0.4956857187844434,0.15706188001889465,0.2401263823064771,0.2187403757314444,0.08970240906943787,0.20450322783813574,1940
36,1946,85.07105664556963,12.184303797468354,1.2931072695035462,0.001731493794326241,0.0015375664893617024,0.0007618572695035461,0.00012466755319148935,0.00030474290780141845,0.0031998005319148932,0.36,0.3859915611814346,0.2693670886075949,0.4978390957446808,0.17835771276595744,0.24484181568088034,0.20526871781328404,0.08056294326241134,0.209801640070922,1940
37,1948,85.96311542010983,11.607169253510715,1.2894870896876691,0.0009551402464261835,0.001066573275175905,0.0007959502053551528,0.00012735203285682448,0.0004298131108917826,0.002992772772135375,0.3283444198078345,0.4460458240946046,0.28085735402808576,0.4864847655130695,0.16156197268298894,0.23343488194973344,0.21223368717986787,0.08360660957050528,0.2144449043267853,1940
38,1949,85.31613315446262,11.32810615199035,1.3004827316934653,0.0011358392787420581,0.0012955666773151599,0.0011003443012813686,0.0001242324211124126,0.0005856671281013737,0.0034430128136868627,0.32589465219139524,0.4292320064334539,0.2748291113791717,0.5080041174173855,0.15136833138110958,0.2490101187857457,0.21614000165878744,0.08068008376814681,0.2139814716217655,1940
39,1950,86.19398235799471,12.022152937315392,1.2817793429152506,0.0013376465610198873,0.0010510080122299117,0.001214801468681326,0.00015014400174713017,0.0005732770975799518,0.0038764451360168155,0.3201509681654086,0.3751230718739744,0.3066951099442074,0.4830269030752222,0.1671102739445559,0.2073263413892689,0.1994503092010744,0.08979976249948815,0.2185141203608916,1950
40,1951,82.03111267394641,12.239255263615801,1.328381125691295,0.0007392769302947156,0.0011942165797068482,0.000966746755000782,0.00017060236852954976,0.0003554216011032287,0.0034262642346351247,0.3346093614059509,0.4642422133286933,0.22115886549504088,0.4862025334451727,0.15038598785879811,0.26634821281502224,0.24386199859702826,0.08631058161190805,0.22293464507598915,1950
41,1952,85.38935909345015,10.964468085106382,1.3039799739972444,0.00106727727863699,0.0012613276929346244,0.0011837075272155707,0.000213455455727398,0.0005239361186036132,0.0043661343216967775,0.3295744680851064,0.4480851063829787,0.31893617021276593,0.4816719383695885,0.15846156831544833,0.2382139148494289,0.21863013698630135,0.09343527448431102,0.2124852036559098,1950
42,1952,89.11751694127982,9.438301158301158,1.278222309492252,0.001014514096837007,0.0013090504475316218,0.0013417767087199122,4.908939178243582e-05,0.0005890727013892297,0.002929000376352004,0.2738223938223938,0.5229343629343629,0.25204633204633203,0.4907466496490108,0.1651367139561141,0.2453085703230799,0.20974463893309087,0.0845810220411369,0.2159442344509352,1950
43,1953,84.50005491482739,11.620980837934393,1.3066152427265867,0.0009083032894552977,0.0017467370951063414,0.0012017551214331627,0.00011179117408680583,0.0005310080769123279,0.0041362734412118156,0.33095160766482623,0.4188048067554401,0.30675544007794736,0.498882088259132,0.16898633352896789,0.21213988599599445,0.20212052073547174,0.09070456387468208,0.2082390095301976,1950
44,1954,87.4754089000499,10.655624317437203,1.2830275699497795,0.0014519490280482388,0.0012811314953366814,0.0017081753271155752,0.00018789928598271328,0.0005124525981346727,0.004082539031806225,0.3043319985438661,0.4679650527848562,0.29341099381143065,0.4735745276895221,0.17710361791534282,0.2210930009587728,0.1936171833346028,0.08908134330907724,0.22426633869700385,1950
45,1954,84.44638540585134,10.412612307170708,1.3217471997916124,0.0008140140661630633,0.0008628549101328469,0.0008465746288095858,0.00017908309455587392,0.0003256056264652253,0.0032234957020057307,0.3373453127648754,0.4909306662146126,0.21308696389218512,0.4991534253711904,0.14911109663974992,0.2394139717705914,0.24299360543143605,0.0911207345662933,0.20622232352175046,1950
46,1955,85.69576441336469,10.753693659996259,1.3028869565217391,0.0013391304347826088,0.0014956521739130436,0.0009913043478260867,0.00048695652173913045,0.0005913043478260869,0.003982608695652174,0.3302786609313634,0.4628763792780999,0.2822143257901627,0.4943130434782609,0.15761739130434782,0.2368472906403941,0.2148360655737705,0.08826086956521739,0.21217391304347827,1950
47,1956,86.66566504716174,11.492618806875631,1.2825570551283632,0.0007918213651000334,0.0013197022751667224,0.0009149935774489276,3.5192060671112595e-05,0.00036951663704668224,0.004082279037849061,0.3059656218402427,0.4685540950455005,0.2703741152679474,0.4911755907867185,0.16232337984550685,0.2542043984476067,0.2210179833012203,0.08161038869631011,0.21917615385968925,1950
48,1957,84.83233622389875,11.62622549019608,1.3026246442500264,0.0012046559954223073,0.00103901579605174,0.0008884337966239516,0.00013552379948500958,0.0007227935972533842,0.004427110783176979,0.3335084033613445,0.4495798319327731,0.27398459383753504,0.4847987471577648,0.16077640078904967,0.21542965386602372,0.20552317513183455,0.08744296706771673,0.21701877757532864,1950
49,1959,89.41416698751125,11.103641905984276,1.2547356557673135,0.0014160008091433196,0.0014882457483853255,0.0012281639671141034,1.444898784840122e-05,0.00018783684202921587,0.0033232672051322805,0.341087758703674,0.4014118402053586,0.2669661479223488,0.5130113135574853,0.1944544784637836,0.20261669024045265,0.18694588810761234,0.0817234752705573,0.1890505570084816,1950
50,1959,85.57460063122946,11.254384527126698,1.2983120457888528,0.0013835690255304895,0.0018496133288670755,0.0016457189461573194,0.00018933049823048804,0.0005971192636500008,0.0031166712785634185,0.3578101950499918,0.3997705294214064,0.26569414850024586,0.4864337416075616,0.1709654399021307,0.2124979551774906,0.19932637251599866,0.08902902582176718,0.21620086509473807,1950
51,1961,85.79849784112639,10.711962046763807,1.302173294106482,0.0016291797159216726,0.002293505425326627,0.0010755749580842113,0.00036379741229318913,0.000695960266995666,0.003036917528708361,0.3361572348356489,0.4862758386987462,0.2488986784140969,0.4935940020878808,0.1390813324475657,0.24781239061953095,0.2339413164155432,0.09037993103666443,0.21940147417038366,1960
52,1962,88.08630724418506,11.226804123711341,1.2689537419651056,0.0012195821854912765,0.001807851239669421,0.0013917584940312212,0.0003443526170798898,0.0008608815426997245,0.004404843893480257,0.3490657216494845,0.4091494845360825,0.26240335051546393,0.4891385445362718,0.1828512396694215,0.1953277092796885,0.1928797361868228,0.08844123048668504,0.2131973140495868,1960
53,1963,88.29486314951694,11.042635085122132,1.26869813521376,0.0011127049455042699,0.001984100384754602,0.0017025726274583403,6.703041840387168e-05,0.0004155885941040044,0.0035258000080436508,0.2987416728349371,0.44678016284233896,0.2584752035529237,0.5045647714933037,0.17977558215918385,0.2176262029377005,0.19120628484541308,0.07940423364122637,0.2116016248173421,1960
54,1965,87.87583822242306,11.301120744343413,1.2705499317029358,0.001328518234380555,0.002264094455775312,0.0013098067099526598,0.0002806728664184271,0.0007671725015437008,0.004322362142843777,0.3330513850708395,0.3852823006978219,0.3091562698244872,0.4856389050015905,0.17424171547255954,0.2050801582344368,0.19588301043219075,0.08987145182718036,0.20088692625788224,1960
55,1966,85.85104037155601,11.324918860439956,1.2941981913132086,0.0012418800152846768,0.0015284677111196026,0.0013533307858871481,6.368615462998345e-05,0.0010189784740797351,0.0041714431282639155,0.3591777857915615,0.4338261810313739,0.23656689505950235,0.4833142274869444,0.17157050057317538,0.21636029411764707,0.2149267125336524,0.08661317029677748,0.21290281492803464,1960
56,1966,86.67309910423587,11.1761337254295,1.2862662548989738,0.0012048359622761707,0.0021465468293426033,0.0012879280976055615,0.00023542771676660806,0.0007201318395213893,0.003656053954493208,0.3188360934839808,0.4432750348243306,0.25398545116854976,0.5082468944314421,0.17553213588333866,0.2117784062551988,0.2017993079584775,0.08324447091082829,0.20011355925161686,1960
57,1968,92.50286274182092,11.436868222753171,1.2142283216558465,0.0014623642090377325,0.0020730217908337084,0.0013338047181333161,0.00019283923635662404,0.0008517066272417562,0.0033586166998778684,0.34901672486675245,0.4572688843962507,0.23359676530049625,0.5163109854084977,0.1782798740116989,0.2032553407934893,0.19091057175435736,0.0789837372244006,0.1973066786655525,1960
58,1968,87.57812564094749,10.931405721316516,1.2785046991952276,0.0010692779559907703,0.002377736507400529,0.0013647363385671676,5.627778715740899e-05,0.00081602791378243,0.00408013956891215,0.3275915103045217,0.5276837896031991,0.23792679175638265,0.4880691091226293,0.17613540435590072,0.2077221379194065,0.19744142027282816,0.08344588890764815,0.2155579942596657,1960
59,1969,87.55724950291439,11.319056382800735,1.2741005705501522,0.0012859550063558695,0.0024980045525763443,0.0011677062701392381,4.434327608123688e-05,0.0006651491412185532,0.0035770242705531084,0.3401371925715242,0.4488874017065417,0.240087000167308,0.5090312472285452,0.18251692435037098,0.2209808748343117,0.20230752485305856,0.07805894699500399,0.2036982292251752,1960
60,1971,87.4102507054656,12.098815461346636,1.2664828794476075,0.0010177002550691779,0.001958106819879937,0.0012366990441346974,1.2882281709736426e-05,0.0005668203952284027,0.0065699636719655785,0.3609725685785536,0.3485037406483791,0.298784289276808,0.5106794115373715,0.1926158761239791,0.17309924550203135,0.18073836276083466,0.08878468554350348,0.20064153762914488,1970
61,1972,87.88096645200929,11.311268129416142,1.2703675697001575,0.0014301683324566019,0.0033699368753287748,0.0014630457653866387,4.931614939505523e-05,0.0009534455549710677,0.006049447659126775,0.3547787281517293,0.4466344365935292,0.22703607288955,0.5194470015781167,0.20845936349289848,0.19154280929453632,0.17841296928327646,0.07852774855339295,0.19266175697001575,1970
62,1973,88.65402053839546,11.241257193448426,1.2620697802630545,0.001496416476332992,0.0045548817305925285,0.0017589456827072011,0.00014439106350581503,0.001693313381113649,0.0052243312068467615,0.3582706212188284,0.4764645123210861,0.18725099601593626,0.4863747341891786,0.1957942821138852,0.18299053215801506,0.18672173205681747,0.08041269591242026,0.2097739623533118,1970
